OX40	total	organ	tcgaid
7571	2757284129	Uterus	TCGA-UCEC
9498	7823549490	Kidney	TCGA-KICH
18913	4922808225	Bladder	TCGA-BLCA
4184	9785199894	Ovary	TCGA-OV
96165	8134280938	Skin	TCGA-SKCM
25347	9812411877	Cervix	TCGA-CESC
7573	5869598086	Adrenal Gland	TCGA-PCPG
19089	8750579696	Breast	TCGA-BRCA
1166	6444916053	Prostate	TCGA-PRAD
10447	10560654582	Kidney	TCGA-KIRC
73817	9819036983	Kidney	TCGA-KIRC
39033	10932717233	Stomach	TCGA-STAD
7335	6090357698	Brain	TCGA-LGG
12775	3476405226	Lung	TCGA-LUSC
10919	2089165440	Uterus	TCGA-UCEC
333268	9988687580	Lung	TCGA-LUSC
17254	6762685264	Head and Neck	TCGA-HNSC
4425	6370593475	Liver	TCGA-LIHC
12167	6005039570	Pancreas	TCGA-PAAD
4111	8042419537	Prostate	TCGA-PRAD
3571	6222716991	Prostate	TCGA-PRAD
111401	8766586585	Kidney	TCGA-KIRC
3033	2395260055	Uterus	TCGA-UCEC
15690	9971800034	Lung	TCGA-LUAD
17613	3427480352	Kidney	TCGA-KIRP
74320	7451805471	Kidney	TCGA-KIRC
43352	9960279873	Thyroid	TCGA-THCA
16573	5854942411	Colorectal	TCGA-READ
37368	6534645304	Breast	TCGA-BRCA
86684	3890959231	Bone Marrow	TCGA-LAML
21331	4757142933	Lung	TCGA-LUSC
194826	4206475883	Testis	TCGA-TGCT
38816	5607152624	Testis	TCGA-TGCT
33416	8437024222	Cervix	TCGA-CESC
9633	4741315704	Prostate	TCGA-PRAD
37250	5767877394	Lung	TCGA-LUAD
72299	7790658555	Stomach	TCGA-STAD
10378	7707785250	Colorectal	TCGA-COAD
3880	8500594804	Eye	TCGA-UVM
29491	7432898698	Colorectal	TCGA-COAD
32909	7944732921	Liver	TCGA-LIHC
2606	6841676110	Liver	TCGA-LIHC
31078	6488735365	Adrenal Gland	TCGA-PCPG
8736	9440873007	Breast	TCGA-BRCA
18588	9863712603	Breast	TCGA-BRCA
7663	2201333727	Colorectal	TCGA-COAD
5151	7246304102	Thyroid	TCGA-THCA
38182	8250041042	Thyroid	TCGA-THCA
13539	8402998924	Stomach	TCGA-STAD
25911	6830307319	Breast	TCGA-BRCA
11255	5531453154	Liver	TCGA-LIHC
9580	5650317198	Soft Tissue	TCGA-SARC
800	4599432300	Eye	TCGA-UVM
27863	7039870055	Thyroid	TCGA-THCA
6060	4458906992	Bladder	TCGA-BLCA
12690	8589735045	Liver	TCGA-LIHC
2478	4873955251	Bladder	TCGA-BLCA
254407	7169422943	Soft Tissue	TCGA-SARC
40790	15598358872	Stomach	TCGA-STAD
23068	3526174215	Bladder	TCGA-BLCA
18721	6212912334	Breast	TCGA-BRCA
13998	6223665467	Adrenal Gland	TCGA-PCPG
13996	6093276527	Eye	TCGA-UVM
42415	7573819874	Thyroid	TCGA-THCA
67564	8222847129	Lung	TCGA-LUAD
47318	7740331553	Skin	TCGA-SKCM
17511	6024247533	Liver	TCGA-LIHC
1929	6180832956	Liver	TCGA-LIHC
16297	4480401311	Head and Neck	TCGA-HNSC
42397	4575213660	Pancreas	TCGA-PAAD
8513	5751529499	Cervix	TCGA-CESC
3033	5763919045	Brain	TCGA-GBM
26359	5821534021	Soft Tissue	TCGA-SARC
5919	981802552	Uterus	TCGA-UCEC
2975	6241822814	Prostate	TCGA-PRAD
10515	10633229977	Breast	TCGA-BRCA
10984	6336168597	Skin	TCGA-SKCM
19987	10979215518	Lung	TCGA-LUSC
25534	8548727029	Lung	TCGA-LUSC
4703	2350094595	Colorectal	TCGA-COAD
12592	6872702774	Colorectal	TCGA-COAD
22459	8880656739	Thyroid	TCGA-THCA
16686	5167447271	Soft Tissue	TCGA-SARC
43664	6261631100	Head and Neck	TCGA-HNSC
22497	5296945328	Colorectal	TCGA-COAD
18671	6996962065	Skin	TCGA-SKCM
7265	6827764664	Soft Tissue	TCGA-SARC
2896	8006965490	Breast	TCGA-BRCA
6908	5335031978	Colorectal	TCGA-COAD
3449	2140522320	Uterus	TCGA-UCEC
10110	6054900520	Kidney	TCGA-KIRP
2504	5469400909	Brain	TCGA-LGG
39523	7128546928	Ovary	TCGA-OV
21860	11099697295	Ovary	TCGA-OV
38893	8745810655	Cervix	TCGA-CESC
13772	11281438805	Prostate	TCGA-PRAD
21909	8713507952	Liver	TCGA-LIHC
2940	8513729700	Liver	TCGA-LIHC
13398	6512945172	Head and Neck	TCGA-HNSC
14141	7014412827	Colorectal	TCGA-READ
84022	5620848277	Breast	TCGA-BRCA
243362	5424117016	Uterus	TCGA-UCS
13206	7661891491	Breast	TCGA-BRCA
49883	5601888712	Lung	TCGA-LUAD
125505	4830216714	Thymus	TCGA-THYM
18218	6528713511	Breast	TCGA-BRCA
38422	8437724648	Kidney	TCGA-KIRC
10195	14228808300	Esophagus	TCGA-ESCA
17875	11196869528	Esophagus	TCGA-ESCA
49616	6387064862	Thyroid	TCGA-THCA
5301	5828036602	Soft Tissue	TCGA-SARC
18211	3955272143	Bladder	TCGA-BLCA
127928	17115262452	Stomach	TCGA-STAD
13332	7757663188	Lung	TCGA-LUSC
2832	7075337160	Brain	TCGA-LGG
6525	7650731540	Thyroid	TCGA-THCA
5241	9329651656	Breast	TCGA-BRCA
9726	4066013143	Uterus	TCGA-UCEC
12891	2283878809	Uterus	TCGA-UCEC
49007	6862893417	Lung	TCGA-LUAD
2495	5590930020	Lung	TCGA-LUSC
8728	6276113288	Kidney	TCGA-KIRC
13125	3256441404	Kidney	TCGA-KIRC
15817	7755981367	Thyroid	TCGA-THCA
9352	4597158811	Bladder	TCGA-BLCA
73619	7001622389	Thyroid	TCGA-THCA
3341	7395380717	Thyroid	TCGA-THCA
18450	6247539730	Colorectal	TCGA-READ
12638	5007684825	Skin	TCGA-SKCM
290271	6931203039	Skin	TCGA-SKCM
9614	5256754391	Brain	TCGA-LGG
19199	6656186462	Adrenal Gland	TCGA-PCPG
35299	7084398578	Kidney	TCGA-KIRP
3597	3095192212	Breast	TCGA-BRCA
6736	6388086887	Breast	TCGA-BRCA
192	2382963669	Breast	TCGA-BRCA
5997	11300990472	Breast	TCGA-BRCA
6250	17275089488	Breast	TCGA-BRCA
24085	13022533946	Ovary	TCGA-OV
16617	4566619114	Lung	TCGA-LUAD
44578	7949946990	Breast	TCGA-BRCA
11947	5358753805	Prostate	TCGA-PRAD
2047	5532649058	Brain	TCGA-LGG
8918	4304528107	Liver	TCGA-LIHC
10449	2172593351	Colorectal	TCGA-READ
65493	9130650848	Lung	TCGA-LUAD
48664	8955192641	Ovary	TCGA-OV
40043	6138908178	Uterus	TCGA-UCEC
28174	4704139645	Head and Neck	TCGA-HNSC
2906	7671631309	Kidney	TCGA-KIRP
24699	9010439007	Lung	TCGA-LUAD
79455	12214019174	Lung	TCGA-LUAD
7264	3283912456	Bladder	TCGA-BLCA
5851	8629483479	Kidney	TCGA-KIRC
4196	1711322331	Colorectal	TCGA-READ
13132	9509647551	Head and Neck	TCGA-HNSC
9750	8192200020	Breast	TCGA-BRCA
95595	8954396097	Thyroid	TCGA-THCA
7525	7079647466	Thyroid	TCGA-THCA
45511	5233776605	Stomach	TCGA-STAD
43230	11363907176	Breast	TCGA-BRCA
13286	11552042809	Esophagus	TCGA-ESCA
62452	7735062697	Lung	TCGA-LUSC
142218	6114005062	Kidney	TCGA-KIRC
11816	13984943603	Esophagus	TCGA-ESCA
13718	3155336187	Bone Marrow	TCGA-LAML
14664	5743393089	Breast	TCGA-BRCA
27102	7500574561	Uterus	TCGA-UCEC
10283	7956108049	Stomach	TCGA-STAD
108002	6740206362	Kidney	TCGA-KIRC
33088	4810380543	Lung	TCGA-LUAD
240	2243784008	Lung	TCGA-LUAD
27249	4432410880	Lung	TCGA-LUAD
11705	6986060863	Liver	TCGA-LIHC
31026	5744470732	Lung	TCGA-LUSC
57649	11546219322	Stomach	TCGA-STAD
14723	8666532777	Cervix	TCGA-CESC
99571	7340298663	Head and Neck	TCGA-HNSC
5848	7999469646	Kidney	TCGA-KIRC
6396	4932078626	Breast	TCGA-BRCA
1587	6892510744	Brain	TCGA-LGG
7043	8028724199	Breast	TCGA-BRCA
17714	8660648935	Breast	TCGA-BRCA
670	5535066044	Bile Duct	TCGA-CHOL
1687	5047104592	Bile Duct	TCGA-CHOL
10001	4335798325	Liver	TCGA-LIHC
1857	5634607527	Head and Neck	TCGA-HNSC
16518	8324086522	Breast	TCGA-BRCA
28561	9332705993	Breast	TCGA-BRCA
3136	8770832491	Kidney	TCGA-KIRP
7922	7124200507	Brain	TCGA-GBM
11639	8764598718	Breast	TCGA-BRCA
15857	2720175080	Uterus	TCGA-UCEC
3007	6336557224	Kidney	TCGA-KIRP
32556	5838525668	Kidney	TCGA-KIRC
22321	6744264267	Pancreas	TCGA-PAAD
19151	5035224245	Thymus	TCGA-THYM
42972	18380291614	Stomach	TCGA-STAD
18344	7582911427	Bladder	TCGA-BLCA
6266	9513131666	Thyroid	TCGA-THCA
43785	8033357061	Thyroid	TCGA-THCA
14185	6426869250	Adrenal Gland	TCGA-PCPG
12204	4937778619	Testis	TCGA-TGCT
34626	8102386209	Head and Neck	TCGA-HNSC
66141	5970246319	Head and Neck	TCGA-HNSC
41489	10159563811	Kidney	TCGA-KIRC
6983	5570181663	Liver	TCGA-LIHC
10570	9318383201	Skin	TCGA-SKCM
8597	4754877212	Cervix	TCGA-CESC
25099	6031728287	Lung	TCGA-LUSC
2091	2146813093	Uterus	TCGA-UCEC
30132	10524717015	Lung	TCGA-LUAD
17458	9001929802	Head and Neck	TCGA-HNSC
5351	4989604491	Kidney	TCGA-KIRP
2386	6862047818	Brain	TCGA-LGG
7988	4388730994	Lung	TCGA-LUSC
13125	5687246469	Lung	TCGA-LUSC
1913	7208113876	Bladder	TCGA-BLCA
28785	9143664184	Breast	TCGA-BRCA
21183	7162415455	Lung	TCGA-LUSC
6594	5690671631	Prostate	TCGA-PRAD
24610	5290226881	Pleura	TCGA-MESO
26010	6702595787	Thyroid	TCGA-THCA
26265	7865786809	Thyroid	TCGA-THCA
16237	1859622953	Colorectal	TCGA-COAD
4105	3238293189	Prostate	TCGA-PRAD
51093	7032116252	Thyroid	TCGA-THCA
12967	6353999125	Uterus	TCGA-UCEC
8607	4839788999	Prostate	TCGA-PRAD
18873	2955733543	Liver	TCGA-LIHC
10604	2409294219	Uterus	TCGA-UCEC
30269	4993522425	Lung	TCGA-LUAD
1940	2683230878	Kidney	TCGA-KIRP
2586	4686694788	Breast	TCGA-BRCA
3432	6360894884	Breast	TCGA-BRCA
3016	8573023602	Liver	TCGA-LIHC
790	9622506161	Liver	TCGA-LIHC
18493	6921593608	Thyroid	TCGA-THCA
79007	7890491606	Kidney	TCGA-KIRC
6822	8317722226	Skin	TCGA-SKCM
14385	6466139784	Liver	TCGA-LIHC
3400	5994069630	Prostate	TCGA-PRAD
53510	14835846605	Esophagus	TCGA-ESCA
5468	13161414891	Esophagus	TCGA-ESCA
8589	8060996517	Skin	TCGA-SKCM
16530	6663417477	Cervix	TCGA-CESC
21446	5149936263	Pancreas	TCGA-PAAD
12889	5909990448	Colorectal	TCGA-COAD
5452	5120694380	Colorectal	TCGA-COAD
25291	5391787600	Liver	TCGA-LIHC
29697	8443435594	Lung	TCGA-LUAD
82372	6758466638	Uterus	TCGA-UCEC
20372	5712186896	Breast	TCGA-BRCA
382	4039279120	Prostate	TCGA-PRAD
9582	5829862403	Prostate	TCGA-PRAD
461	2546029050	Prostate	TCGA-PRAD
9515	4790886490	Lung	TCGA-LUAD
30424	4888660716	Skin	TCGA-SKCM
19384	4338674257	Uterus	TCGA-UCEC
1003	6519192090	Brain	TCGA-LGG
44056	5164052947	Head and Neck	TCGA-HNSC
2412	4629837010	Kidney	TCGA-KIRP
18655	4978969208	Head and Neck	TCGA-HNSC
14472	4668789521	Lung	TCGA-LUAD
31921	5462816405	Breast	TCGA-BRCA
14559	4541838933	Adrenal Gland	TCGA-PCPG
6344	5758317460	Prostate	TCGA-PRAD
11581	8834763042	Breast	TCGA-BRCA
25895	7089417558	Thyroid	TCGA-THCA
141255	21335810706	Ovary	TCGA-OV
39085	4874357234	Ovary	TCGA-OV
5080	5357471160	Uterus	TCGA-UCEC
12607	6334358280	Colorectal	TCGA-READ
64286	4511032189	Kidney	TCGA-KIRC
33457	6906061998	Breast	TCGA-BRCA
13267	6587226374	Thyroid	TCGA-THCA
2336	3332410932	Liver	TCGA-LIHC
70501	6070771259	Soft Tissue	TCGA-SARC
80443	5278257470	Kidney	TCGA-KIRC
7000	2055683552	Uterus	TCGA-UCEC
11817	3917672291	Breast	TCGA-BRCA
13470	7413298374	Thymus	TCGA-THYM
4287	5558194139	Kidney	TCGA-KIRP
20000	6478267633	Colorectal	TCGA-COAD
1634	6517308440	Eye	TCGA-UVM
12092	7185959566	Skin	TCGA-SKCM
6577	5698165158	Lung	TCGA-LUSC
3612	8406994890	Kidney	TCGA-KICH
27869	6087191120	Kidney	TCGA-KICH
27468	6131212231	Breast	TCGA-BRCA
29728	4375244303	Lung	TCGA-LUAD
72467	15721637512	Stomach	TCGA-STAD
20415	7376128559	Soft Tissue	TCGA-SARC
7167	8067719732	Bladder	TCGA-BLCA
11366	10388213237	Cervix	TCGA-CESC
8607	1984096611	Uterus	TCGA-UCEC
5973	6486306801	Lung	TCGA-LUSC
6404	6588509665	Head and Neck	TCGA-HNSC
44892	5383698821	Head and Neck	TCGA-HNSC
12018	4779486958	Breast	TCGA-BRCA
39823	7055039843	Bladder	TCGA-BLCA
85427	8454926552	Kidney	TCGA-KIRC
50361	7345751944	Testis	TCGA-TGCT
11458	7323306085	Bladder	TCGA-BLCA
29656	5234006847	Kidney	TCGA-KIRC
10606	5106034505	Colorectal	TCGA-READ
12918	4903393158	Thymus	TCGA-THYM
6584	8164425331	Lung	TCGA-LUSC
14414	7791906267	Kidney	TCGA-KIRP
24927	5647625284	Head and Neck	TCGA-HNSC
40687	5200360134	Uterus	TCGA-UCEC
4930	5928897640	Prostate	TCGA-PRAD
3188	6834378697	Brain	TCGA-LGG
7146	5924598957	Lung	TCGA-LUSC
58583	15619871110	Lung	TCGA-LUSC
2583	4104465086	Prostate	TCGA-PRAD
25303	8879753483	Breast	TCGA-BRCA
68863	4143019302	Lymph Nodes	TCGA-DLBC
2222	4200649963	Bone Marrow	TCGA-LAML
15249	6753801267	Thymus	TCGA-THYM
15558	5844905787	Liver	TCGA-LIHC
819	7468961863	Brain	TCGA-LGG
5672	6620814235	Brain	TCGA-LGG
7124	9525178296	Kidney	TCGA-KIRC
42408	7562031607	Kidney	TCGA-KIRC
180254	15197825508	Esophagus	TCGA-ESCA
6655	4929537523	Adrenal Gland	TCGA-PCPG
14523	8868619889	Breast	TCGA-BRCA
44958	13822473054	Ovary	TCGA-OV
61020	7559333865	Kidney	TCGA-KIRC
9053	10054456834	Brain	TCGA-GBM
3253	2114963314	Uterus	TCGA-UCEC
12452	4223879596	Pancreas	TCGA-PAAD
1900	5156182482	Prostate	TCGA-PRAD
7380	7976698786	Kidney	TCGA-KIRC
16943	6195810033	Kidney	TCGA-KIRC
18177	17153183010	Esophagus	TCGA-ESCA
8642	6636307714	Prostate	TCGA-PRAD
4156	5963805138	Prostate	TCGA-PRAD
35448	5770012146	Head and Neck	TCGA-HNSC
8779	8549902247	Thyroid	TCGA-THCA
22555	8056767393	Breast	TCGA-BRCA
14243	8869664048	Ovary	TCGA-OV
11696	5750581291	Prostate	TCGA-PRAD
17307	7833129349	Lung	TCGA-LUSC
14132	3860610164	Lung	TCGA-LUAD
17751	6271985955	Skin	TCGA-SKCM
49990	15310239901	Stomach	TCGA-STAD
9814	7688295711	Skin	TCGA-SKCM
9948	7015304332	Brain	TCGA-LGG
6772	4456617067	Lung	TCGA-LUSC
17982	5603201767	Liver	TCGA-LIHC
6914	8000695541	Colorectal	TCGA-COAD
5838	1659730933	Colorectal	TCGA-COAD
24333	12056372278	Stomach	TCGA-STAD
29168	4863875821	Uterus	TCGA-UCEC
23506	8460391548	Head and Neck	TCGA-HNSC
1389	6998719750	Brain	TCGA-LGG
37609	8022325662	Lung	TCGA-LUAD
7966	3973212501	Bladder	TCGA-BLCA
13798	6807994380	Prostate	TCGA-PRAD
4215	6396335727	Prostate	TCGA-PRAD
3372	4299105058	Bone Marrow	TCGA-LAML
2134	6137425717	Bladder	TCGA-BLCA
1727	5579875149	Brain	TCGA-LGG
32798	11129566606	Ovary	TCGA-OV
1603	6838338783	Head and Neck	TCGA-HNSC
18494	9756269052	Head and Neck	TCGA-HNSC
33413	12100802448	Stomach	TCGA-STAD
23265	3797030400	Head and Neck	TCGA-HNSC
1850	8599326994	Breast	TCGA-BRCA
6286	7876822747	Breast	TCGA-BRCA
7333	6018899079	Colorectal	TCGA-READ
2779	1790141311	Uterus	TCGA-UCEC
6651	5797572920	Skin	TCGA-SKCM
1895	4508841055	Cervix	TCGA-CESC
10260	7221198287	Thyroid	TCGA-THCA
941	8113231770	Brain	TCGA-LGG
5923	4941782084	Colorectal	TCGA-COAD
29754	16219583973	Stomach	TCGA-STAD
1431	2655623812	Uterus	TCGA-UCEC
32034	5507864120	Pancreas	TCGA-PAAD
9978	7624200382	Lung	TCGA-LUSC
229611	10507097617	Skin	TCGA-SKCM
104287	12844900830	Stomach	TCGA-STAD
38981	8921935763	Lung	TCGA-LUSC
35038	11686782427	Lung	TCGA-LUSC
13858	8132544166	Prostate	TCGA-PRAD
28050	10438263932	Liver	TCGA-LIHC
23213	2334177181	Uterus	TCGA-UCEC
23727	7722464025	Kidney	TCGA-KICH
31602	4786731600	Pancreas	TCGA-PAAD
4578	5964116104	Adrenal Gland	TCGA-PCPG
62528	8652997192	Kidney	TCGA-KIRC
6440	10285352467	Kidney	TCGA-KIRC
10169	3615234348	Liver	TCGA-LIHC
10627	8642105030	Bladder	TCGA-BLCA
22443	7632119675	Stomach	TCGA-STAD
31171	20726763887	Ovary	TCGA-OV
16557	3780055107	Eye	TCGA-UVM
13787	2450017906	Uterus	TCGA-UCEC
7920	10220620374	Stomach	TCGA-STAD
95518	13277476344	Stomach	TCGA-STAD
11277	5407517796	Colorectal	TCGA-COAD
82168	7471511532	Kidney	TCGA-KIRC
8239	7792878910	Adrenal Gland	TCGA-PCPG
1943	7878304748	Brain	TCGA-LGG
45556	10996000845	Ovary	TCGA-OV
7483	3977432359	Thymus	TCGA-THYM
9385	6331225710	Colorectal	TCGA-COAD
61887	15343761137	Stomach	TCGA-STAD
23544	7207320612	Head and Neck	TCGA-HNSC
12781	6957140480	Breast	TCGA-BRCA
4425	10524849827	Breast	TCGA-BRCA
1082	5581926737	Eye	TCGA-UVM
4298	2497033142	Uterus	TCGA-UCEC
20888	3755115305	Lung	TCGA-LUSC
39278	4374359355	Breast	TCGA-BRCA
3515	3220632526	Liver	TCGA-LIHC
13487	3246227472	Head and Neck	TCGA-HNSC
989	3754619152	Bladder	TCGA-BLCA
12627	5547107695	Bladder	TCGA-BLCA
181841	9848971380	Esophagus	TCGA-ESCA
4123	7627589960	Bladder	TCGA-BLCA
40580	12855253412	Esophagus	TCGA-ESCA
21309	5127262814	Bile Duct	TCGA-CHOL
15501	4379609359	Lung	TCGA-LUAD
480	2642506107	Skin	TCGA-SKCM
4989	7860883693	Adrenal Gland	TCGA-PCPG
1856	2359517713	Uterus	TCGA-UCEC
21135	7497421751	Uterus	TCGA-UCEC
3209	6028739145	Brain	TCGA-LGG
41026	7412830294	Bladder	TCGA-BLCA
4436	5580808657	Colorectal	TCGA-COAD
9460	5390935963	Liver	TCGA-LIHC
716	5637975645	Brain	TCGA-LGG
75759	8674749346	Skin	TCGA-SKCM
36488	6442444626	Kidney	TCGA-KIRC
26316	7067088649	Liver	TCGA-LIHC
3326	5150205840	Brain	TCGA-LGG
20116	9898925105	Kidney	TCGA-KIRP
10318	10386034997	Kidney	TCGA-KIRP
2488	8031505911	Brain	TCGA-LGG
76405	11438092947	Lung	TCGA-LUAD
9424	5957655257	Breast	TCGA-BRCA
47826	9542288787	Lung	TCGA-LUSC
26283	6357550196	Breast	TCGA-BRCA
13240	3984532989	Bladder	TCGA-BLCA
9157	5614145823	Uterus	TCGA-UCEC
4644	9019879471	Brain	TCGA-LGG
23386	5414236055	Lung	TCGA-LUAD
9019	6403185598	Liver	TCGA-LIHC
6254	3767328828	Adrenal Gland	TCGA-ACC
4730	7223638415	Thyroid	TCGA-THCA
20044	7902305849	Thyroid	TCGA-THCA
3304	3106313848	Kidney	TCGA-KIRC
10246	4567687662	Kidney	TCGA-KIRC
36438	6893882064	Kidney	TCGA-KIRC
2871	5414400916	Brain	TCGA-LGG
29519	6171134278	Adrenal Gland	TCGA-PCPG
61184	13936911088	Ovary	TCGA-OV
4866	5807232808	Breast	TCGA-BRCA
7939	7881351545	Head and Neck	TCGA-HNSC
72886	6304831925	Skin	TCGA-SKCM
1277	9350732959	Brain	TCGA-LGG
19689	2702903705	Breast	TCGA-BRCA
2083	6042087965	Brain	TCGA-LGG
4297	3703325718	Liver	TCGA-LIHC
6798	2444831958	Uterus	TCGA-UCEC
1743	6013409016	Brain	TCGA-LGG
41281	5362955779	Bile Duct	TCGA-CHOL
79329	6833689953	Kidney	TCGA-KIRC
38018	7068176736	Ovary	TCGA-OV
16626	7210466254	Prostate	TCGA-PRAD
18625	6421264437	Prostate	TCGA-PRAD
36127	6956159445	Head and Neck	TCGA-HNSC
17606	4227931645	Bladder	TCGA-BLCA
869	7131971177	Lung	TCGA-LUAD
1169	2396878947	Lung	TCGA-LUAD
27802	9720372896	Lung	TCGA-LUAD
621	6996864537	Liver	TCGA-LIHC
13430	5223319692	Liver	TCGA-LIHC
6348	8819036954	Brain	TCGA-LGG
7576	7200550306	Kidney	TCGA-KIRP
1987	3024533835	Lung	TCGA-LUAD
36974	7548924980	Head and Neck	TCGA-HNSC
5514	3195524550	Bone Marrow	TCGA-LAML
7794	9138168365	Breast	TCGA-BRCA
28418	17199619023	Ovary	TCGA-OV
5803	5080320351	Uterus	TCGA-UCEC
8784	5142907792	Adrenal Gland	TCGA-ACC
31201	5740318630	Adrenal Gland	TCGA-ACC
61283	7812231670	Breast	TCGA-BRCA
9944	3174857048	Lung	TCGA-LUSC
13220	6679146073	Prostate	TCGA-PRAD
54923	6040371711	Skin	TCGA-SKCM
3008	6717052736	Brain	TCGA-LGG
9499	7744538362	Breast	TCGA-BRCA
17991	8361539564	Thyroid	TCGA-THCA
70912	12966881400	Stomach	TCGA-STAD
26521	5270894222	Bladder	TCGA-BLCA
4499	5858718753	Liver	TCGA-LIHC
5340	5969977279	Prostate	TCGA-PRAD
51810	6308981875	Head and Neck	TCGA-HNSC
1918	7151260013	Brain	TCGA-LGG
5315	7188410731	Breast	TCGA-BRCA
11999	5181801762	Breast	TCGA-BRCA
33952	5017777201	Lung	TCGA-LUAD
19387	7837138962	Prostate	TCGA-PRAD
5894	2253728065	Uterus	TCGA-UCEC
1699	6931998533	Skin	TCGA-SKCM
5141	5434710424	Prostate	TCGA-PRAD
3754	2326328124	Uterus	TCGA-UCEC
9267	6975109673	Pancreas	TCGA-PAAD
70812	9311070077	Stomach	TCGA-STAD
40532	7904015020	Kidney	TCGA-KIRC
21038	6718763424	Lung	TCGA-LUSC
60767	4962037243	Breast	TCGA-BRCA
89837	15000562857	Stomach	TCGA-STAD
7337	4081756162	Head and Neck	TCGA-HNSC
20435	5414055293	Breast	TCGA-BRCA
25423	6959262758	Breast	TCGA-BRCA
112279	2790242675	Testis	TCGA-TGCT
32361	3436044530	Testis	TCGA-TGCT
131909	4951783343	Testis	TCGA-TGCT
14051	8351367640	Breast	TCGA-BRCA
1798	5558284343	Kidney	TCGA-KIRP
9451	6712607394	Brain	TCGA-GBM
11390	3730720520	Testis	TCGA-TGCT
29451	5460140309	Uterus	TCGA-UCEC
10243	2043053167	Uterus	TCGA-UCEC
54965	14166567907	Stomach	TCGA-STAD
30974	7708742661	Lung	TCGA-LUSC
41086	8718834844	Lung	TCGA-LUSC
55936	12236983473	Stomach	TCGA-STAD
6858	5670582975	Bladder	TCGA-BLCA
12134	7097465589	Liver	TCGA-LIHC
934439	6103092560	Thymus	TCGA-THYM
156917	9079429127	Kidney	TCGA-KIRC
152653	8949300165	Kidney	TCGA-KIRC
11348	6272000962	Breast	TCGA-BRCA
25360	9413463973	Lung	TCGA-LUAD
12820	4432253050	Lung	TCGA-LUSC
9590	8240883210	Stomach	TCGA-STAD
17646	8985815405	Brain	TCGA-LGG
7905	5657401090	Prostate	TCGA-PRAD
3418	10223055817	Breast	TCGA-BRCA
16911	7265565445	Thyroid	TCGA-THCA
15397	8349257439	Head and Neck	TCGA-HNSC
3676	6723017229	Prostate	TCGA-PRAD
3807	6643957404	Brain	TCGA-LGG
2829	6450365409	Kidney	TCGA-KIRP
1425	4689053119	Eye	TCGA-UVM
22445	7848254195	Kidney	TCGA-KIRC
52917	8219040720	Ovary	TCGA-OV
2864	5699719550	Brain	TCGA-LGG
54304	10590428641	Stomach	TCGA-STAD
98181	9666641227	Stomach	TCGA-STAD
15125	5531887652	Liver	TCGA-LIHC
5491	6901013948	Eye	TCGA-UVM
16256	4289504216	Kidney	TCGA-KIRC
9314	3228208932	Thyroid	TCGA-THCA
15740	2653198074	Soft Tissue	TCGA-SARC
16480	5998804800	Uterus	TCGA-UCEC
379	6997660855	Brain	TCGA-LGG
12529	8302066289	Breast	TCGA-BRCA
874	5736544685	Eye	TCGA-UVM
19502	8055911839	Stomach	TCGA-STAD
48536	8039951996	Skin	TCGA-SKCM
1533	6337407725	Brain	TCGA-LGG
12652	2318744808	Uterus	TCGA-UCEC
23197	7159183667	Lung	TCGA-LUAD
15355	6245066755	Lung	TCGA-LUSC
18829	6571831422	Skin	TCGA-SKCM
15328	4695002085	Breast	TCGA-BRCA
12928	1996697281	Colorectal	TCGA-COAD
8624	6620133142	Thyroid	TCGA-THCA
29936	8556268740	Lung	TCGA-LUSC
83212	6298118469	Skin	TCGA-SKCM
19606	9988825772	Lung	TCGA-LUAD
11852	7062062657	Head and Neck	TCGA-HNSC
38325	9809061406	Lung	TCGA-LUAD
58837	5326904188	Kidney	TCGA-KIRP
61441	13334739372	Ovary	TCGA-OV
48107	6158485835	Skin	TCGA-SKCM
6481	9624432150	Brain	TCGA-GBM
6959	6513377107	Kidney	TCGA-KIRP
6077	3764450894	Breast	TCGA-BRCA
26512	12322295612	Breast	TCGA-BRCA
8547	4359759885	Breast	TCGA-BRCA
65411	9014288783	Kidney	TCGA-KIRC
15854	5620759135	Brain	TCGA-LGG
20697	8484071309	Breast	TCGA-BRCA
9806	6288391552	Head and Neck	TCGA-HNSC
13455	8350049667	Kidney	TCGA-KICH
4161	6123847525	Breast	TCGA-BRCA
47700	5835227626	Testis	TCGA-TGCT
9832	7696710641	Kidney	TCGA-KICH
48918	7576906518	Kidney	TCGA-KIRC
9565	8713872115	Skin	TCGA-SKCM
11445	2453016520	Uterus	TCGA-UCEC
16998	5297782634	Uterus	TCGA-UCEC
7484	8414031769	Skin	TCGA-SKCM
14658	8610621913	Kidney	TCGA-KICH
8331	6602643756	Kidney	TCGA-KICH
10255	1231771001	Colorectal	TCGA-COAD
6342	9443203618	Brain	TCGA-GBM
28174	5726224035	Bladder	TCGA-BLCA
49639	5565633827	Liver	TCGA-LIHC
3027	5471405356	Brain	TCGA-LGG
5233	5662222793	Head and Neck	TCGA-HNSC
35698	6710122269	Adrenal Gland	TCGA-PCPG
50257	8558325915	Pancreas	TCGA-PAAD
236292	28020594009	Ovary	TCGA-OV
7909	6012871502	Prostate	TCGA-PRAD
23474	7553602521	Head and Neck	TCGA-HNSC
6841	5853548698	Lung	TCGA-LUSC
4398	18249152760	Stomach	TCGA-STAD
