OX40	total	organ	tcgaid
19623	8236222715	Stomach	TCGA-STAD
19466	7240872285	Lymph Nodes	TCGA-DLBC
17627	6546461477	Bladder	TCGA-BLCA
10431	4952787929	Liver	TCGA-LIHC
1298	7950397169	Brain	TCGA-LGG
46802	11803691583	Ovary	TCGA-OV
12121	4711649145	Kidney	TCGA-KIRP
40954	5548886480	Breast	TCGA-BRCA
17582	6648414963	Head and Neck	TCGA-HNSC
5715	4604564427	Cervix	TCGA-CESC
5552	2170643385	Uterus	TCGA-UCEC
8673	4775244653	Kidney	TCGA-KIRP
30344	6019303171	Pancreas	TCGA-PAAD
22529	4403516788	Bladder	TCGA-BLCA
13345	6800616700	Thyroid	TCGA-THCA
398	2521106251	Uterus	TCGA-UCEC
14133	5381794915	Liver	TCGA-LIHC
4797	3910669727	Bladder	TCGA-BLCA
53025	15263611260	Ovary	TCGA-OV
5662	4684157492	Liver	TCGA-LIHC
15217	9939266001	Kidney	TCGA-KIRC
28130	7632004200	Thyroid	TCGA-THCA
169565	10520244958	Kidney	TCGA-KIRC
6334	7525610656	Bladder	TCGA-BLCA
180648	11989060824	Lung	TCGA-LUSC
38659	4064424205	Testis	TCGA-TGCT
41808	13398940639	Ovary	TCGA-OV
14106	3438019998	Lung	TCGA-LUSC
6711	9620849817	Brain	TCGA-GBM
12632	6570215504	Breast	TCGA-BRCA
34710	8523387969	Lung	TCGA-LUAD
20237	6867382236	Head and Neck	TCGA-HNSC
5275	6824657927	Kidney	TCGA-KIRP
1838	3943096771	Bone Marrow	TCGA-LAML
7003	8934904044	Kidney	TCGA-KIRP
4430	7878972863	Kidney	TCGA-KIRP
2423	7580191088	Brain	TCGA-LGG
5403	5507454085	Kidney	TCGA-KIRC
29673	8138793586	Kidney	TCGA-KIRC
32619	9126230000	Head and Neck	TCGA-HNSC
6368	3330941260	Lung	TCGA-LUAD
111178	6669046701	Skin	TCGA-SKCM
63406	5499135651	Head and Neck	TCGA-HNSC
78475	12886767335	Stomach	TCGA-STAD
39564	6875596451	Head and Neck	TCGA-HNSC
12903	14047837194	Stomach	TCGA-STAD
14438	6256339539	Colorectal	TCGA-READ
13222	7390530112	Lung	TCGA-LUSC
2672	2548901789	Uterus	TCGA-UCEC
3154	5024807719	Cervix	TCGA-CESC
91965	7469288126	Kidney	TCGA-KIRC
8420	9019252940	Brain	TCGA-GBM
23423	6540999021	Cervix	TCGA-CESC
44709	5252459451	Kidney	TCGA-KIRC
13065	8190071235	Lung	TCGA-LUSC
31979	6577219027	Lung	TCGA-LUSC
32109	8751398521	Kidney	TCGA-KIRC
68306	9451531884	Stomach	TCGA-STAD
6267	2485435344	Uterus	TCGA-UCEC
24761	4145515991	Adrenal Gland	TCGA-PCPG
21363	7524424190	Head and Neck	TCGA-HNSC
30204	11053719397	Lung	TCGA-LUSC
9788	5862313451	Adrenal Gland	TCGA-PCPG
33206	6063813631	Lung	TCGA-LUAD
12502	5220891357	Liver	TCGA-LIHC
28528	7846199249	Thyroid	TCGA-THCA
39020	8188858664	Lung	TCGA-LUSC
19043	9981113534	Lung	TCGA-LUSC
17452	7516472302	Lung	TCGA-LUAD
5824	5131561233	Bladder	TCGA-BLCA
17733	8317843567	Thyroid	TCGA-THCA
12653	6332934890	Bladder	TCGA-BLCA
14581	4889535208	Lung	TCGA-LUAD
12499	3226627676	Cervix	TCGA-CESC
59090	5901930866	Ovary	TCGA-OV
3683	3248741335	Cervix	TCGA-CESC
69690	6253916471	Liver	TCGA-LIHC
19523	9319158279	Brain	TCGA-GBM
4474	5285832671	Liver	TCGA-LIHC
11037	5690437734	Breast	TCGA-BRCA
4673	3266579243	Breast	TCGA-BRCA
6740	3287799197	Bone Marrow	TCGA-LAML
94311	9785342366	Kidney	TCGA-KIRC
2669	7399461201	Brain	TCGA-LGG
8614	5658743000	Bladder	TCGA-BLCA
68293	6919520892	Soft Tissue	TCGA-SARC
110875	5042139057	Soft Tissue	TCGA-SARC
18875	8212515502	Skin	TCGA-SKCM
11969	7441445372	Brain	TCGA-GBM
12076	6795600500	Colorectal	TCGA-COAD
6620	4408189932	Bile Duct	TCGA-CHOL
17701	6284554095	Prostate	TCGA-PRAD
8789	5407545353	Lung	TCGA-LUAD
34577	8730784159	Thyroid	TCGA-THCA
28719	4590031126	Uterus	TCGA-UCEC
46398	4870568600	Pancreas	TCGA-PAAD
13323	7711818229	Lung	TCGA-LUSC
27313	7744980352	Lung	TCGA-LUSC
11757	7490953582	Head and Neck	TCGA-HNSC
39219	5748201858	Soft Tissue	TCGA-SARC
24019	6732785898	Soft Tissue	TCGA-SARC
60535	17981350759	Stomach	TCGA-STAD
20854	5981245973	Skin	TCGA-SKCM
54299	8656003202	Skin	TCGA-SKCM
21462	2038836219	Uterus	TCGA-UCEC
5371	6073125509	Skin	TCGA-SKCM
1479	7545078140	Brain	TCGA-LGG
38542	8465673080	Lung	TCGA-LUAD
4734	5806381201	Brain	TCGA-LGG
1868	9657022001	Brain	TCGA-LGG
14188	5417249168	Adrenal Gland	TCGA-ACC
23262	6606657163	Breast	TCGA-BRCA
14904	6341348336	Uterus	TCGA-UCEC
77433	17843248680	Esophagus	TCGA-ESCA
36662	5817473152	Lung	TCGA-LUSC
1263	5436191291	Brain	TCGA-LGG
29085	5631239144	Testis	TCGA-TGCT
13982	4738616677	Uterus	TCGA-UCS
12571	6197651180	Liver	TCGA-LIHC
33879	5096446925	Brain	TCGA-LGG
7731	8357855786	Brain	TCGA-LGG
28103	11537853443	Esophagus	TCGA-ESCA
3139	6485551299	Prostate	TCGA-PRAD
4458	2067842219	Colorectal	TCGA-COAD
31952	9269275232	Lung	TCGA-LUAD
43721	6822196396	Adrenal Gland	TCGA-PCPG
12531	2090320621	Uterus	TCGA-UCEC
136983	18247973973	Stomach	TCGA-STAD
12718	5399822310	Bile Duct	TCGA-CHOL
1366	7785121872	Liver	TCGA-LIHC
7995	6394665593	Liver	TCGA-LIHC
11741	4827445587	Cervix	TCGA-CESC
19189	10365565529	Ovary	TCGA-OV
19298	10610988020	Prostate	TCGA-PRAD
7731	5766842531	Prostate	TCGA-PRAD
1418	4741065951	Bone Marrow	TCGA-LAML
56991	12030788420	Ovary	TCGA-OV
61550	7384893497	Breast	TCGA-BRCA
17135	7539470108	Head and Neck	TCGA-HNSC
4006	2098475085	Uterus	TCGA-UCEC
4500	6109404693	Prostate	TCGA-PRAD
4153	5811096443	Colorectal	TCGA-COAD
3942	5299791590	Prostate	TCGA-PRAD
7923	4094675601	Liver	TCGA-LIHC
9783	7182341520	Breast	TCGA-BRCA
14456	7026282064	Breast	TCGA-BRCA
3820	4816950247	Breast	TCGA-BRCA
14462	6190297621	Brain	TCGA-LGG
18537	10178997909	Breast	TCGA-BRCA
9369	6163374895	Liver	TCGA-LIHC
6365	9677435874	Bladder	TCGA-BLCA
892	2305275367	Uterus	TCGA-UCEC
2809	5992386127	Prostate	TCGA-PRAD
32242	9976457359	Stomach	TCGA-STAD
10926	6084836902	Breast	TCGA-BRCA
19536	7857636412	Breast	TCGA-BRCA
36342	5763270740	Liver	TCGA-LIHC
11476	8850792233	Breast	TCGA-BRCA
16316	10283620076	Kidney	TCGA-KIRC
36651	5171120930	Lung	TCGA-LUAD
1485	2654016166	Colorectal	TCGA-COAD
13859	5981365871	Colorectal	TCGA-COAD
17192	2026979086	Colorectal	TCGA-COAD
33866	5505457755	Colorectal	TCGA-COAD
12424	6292825423	Colorectal	TCGA-COAD
921	6414118722	Brain	TCGA-LGG
27487	5613841527	Soft Tissue	TCGA-SARC
22576	9948749880	Ovary	TCGA-OV
52455	5980769469	Breast	TCGA-BRCA
92541	13972534500	Esophagus	TCGA-ESCA
379	5808232701	Skin	TCGA-SKCM
2835	5254734942	Kidney	TCGA-KIRP
3161	7646216136	Brain	TCGA-LGG
10073	5019726131	Uterus	TCGA-UCEC
1868	2675116676	Uterus	TCGA-UCEC
90577	7870564707	Head and Neck	TCGA-HNSC
28136	8962601006	Ovary	TCGA-OV
25602	11932254097	Ovary	TCGA-OV
39635	6352826722	Brain	TCGA-LGG
43673	3143363765	Thymus	TCGA-THYM
15058	6759937111	Breast	TCGA-BRCA
9011	5206530489	Breast	TCGA-BRCA
5441	5049065800	Bladder	TCGA-BLCA
30479	6896292960	Head and Neck	TCGA-HNSC
6431	7913393741	Skin	TCGA-SKCM
6462	6178177597	Lung	TCGA-LUSC
25118	6027223555	Soft Tissue	TCGA-SARC
8190	14310356054	Stomach	TCGA-STAD
8111	7462502312	Breast	TCGA-BRCA
37465	8306457892	Breast	TCGA-BRCA
9730	7451066656	Breast	TCGA-BRCA
26416	4070531423	Lung	TCGA-LUAD
9221	5750821283	Skin	TCGA-SKCM
28233	10106292420	Ovary	TCGA-OV
33590	5783069724	Thymus	TCGA-THYM
13121	6028504097	Uterus	TCGA-UCS
59445	3477506509	Testis	TCGA-TGCT
5170	7716961477	Prostate	TCGA-PRAD
5544	6835916360	Skin	TCGA-SKCM
4731	5312184771	Kidney	TCGA-KIRP
45827	5690546327	Pancreas	TCGA-PAAD
7745	4181516187	Colorectal	TCGA-COAD
3372	7440880812	Brain	TCGA-LGG
43627	7202377250	Lung	TCGA-LUSC
18653	7599689822	Breast	TCGA-BRCA
7993	10064310079	Kidney	TCGA-KICH
10041	7698423870	Kidney	TCGA-KICH
5959	4080466178	Lung	TCGA-LUSC
41748	5501652051	Kidney	TCGA-KIRP
14054	5886473193	Skin	TCGA-SKCM
6572	5179814824	Bladder	TCGA-BLCA
14327	9234643075	Breast	TCGA-BRCA
2749	7456226840	Breast	TCGA-BRCA
10519	7372017284	Breast	TCGA-BRCA
45230	9941088467	Breast	TCGA-BRCA
16833	6708917563	Colorectal	TCGA-COAD
4649	2433483237	Uterus	TCGA-UCEC
18274	6284163548	Breast	TCGA-BRCA
40537	3961001555	Lung	TCGA-LUAD
25348	5233731699	Colorectal	TCGA-COAD
5496	6873884389	Uterus	TCGA-UCEC
26844	7313673503	Lung	TCGA-LUSC
20124	7900581171	Lung	TCGA-LUAD
27412	7383951734	Thyroid	TCGA-THCA
51309	5041240029	Kidney	TCGA-KIRP
4310	979565662	Uterus	TCGA-UCEC
9871	4572038189	Skin	TCGA-SKCM
7886	7366215376	Kidney	TCGA-KIRP
88784	3755338711	Adrenal Gland	TCGA-PCPG
52104	15446427387	Esophagus	TCGA-ESCA
12813	4925974989	Breast	TCGA-BRCA
43624	5108352083	Liver	TCGA-LIHC
17039	5866416081	Lung	TCGA-LUSC
24672	7545814699	Lung	TCGA-LUAD
40233	5232948375	Kidney	TCGA-KIRC
5332	6627356530	Pancreas	TCGA-PAAD
37090	6173736100	Soft Tissue	TCGA-SARC
37466	8294787727	Head and Neck	TCGA-HNSC
3295	8272266912	Head and Neck	TCGA-HNSC
8180	9966551653	Brain	TCGA-GBM
12295	5408384332	Breast	TCGA-BRCA
45021	6517020073	Head and Neck	TCGA-HNSC
24648	7033492902	Breast	TCGA-BRCA
12050	13025843173	Stomach	TCGA-STAD
37604	9303856349	Bladder	TCGA-BLCA
14192	6115749346	Breast	TCGA-BRCA
11837	8521995216	Lung	TCGA-LUAD
42382	19807757319	Esophagus	TCGA-ESCA
32192	3348618606	Bone Marrow	TCGA-LAML
32869	8118955699	Lung	TCGA-LUAD
4585	8433725622	Prostate	TCGA-PRAD
2367	5390097991	Eye	TCGA-UVM
63415	12892809119	Stomach	TCGA-STAD
1042	7523144730	Liver	TCGA-LIHC
5875	6945299391	Liver	TCGA-LIHC
2886	7491427737	Prostate	TCGA-PRAD
5772	7644309438	Prostate	TCGA-PRAD
30961	7415438706	Thyroid	TCGA-THCA
13220	7835388943	Thyroid	TCGA-THCA
11073	5595413925	Brain	TCGA-LGG
4649	1765069474	Colorectal	TCGA-COAD
52325	6227950937	Thyroid	TCGA-THCA
4849	6204733344	Kidney	TCGA-KIRP
576	841238900	Colorectal	TCGA-COAD
120	3927653679	Colorectal	TCGA-COAD
2781	2791313990	Colorectal	TCGA-COAD
108930	7741285845	Breast	TCGA-BRCA
10228	5429629564	Head and Neck	TCGA-HNSC
9926	8783197587	Ovary	TCGA-OV
4003	7373261544	Thyroid	TCGA-THCA
22738	6667430894	Thymus	TCGA-THYM
1126	5403980999	Brain	TCGA-LGG
35817	14679602749	Ovary	TCGA-OV
5997	4567626322	Prostate	TCGA-PRAD
18071	5036543374	Uterus	TCGA-UCEC
35545	9570294215	Lung	TCGA-LUAD
52717	6455078307	Breast	TCGA-BRCA
4453	5296845066	Soft Tissue	TCGA-SARC
21573	5475492146	Kidney	TCGA-KIRC
75374	6932729382	Kidney	TCGA-KIRC
2201	7928221231	Brain	TCGA-LGG
10165	10150399784	Brain	TCGA-GBM
10744	8353756852	Kidney	TCGA-KIRC
254	5040168640	Kidney	TCGA-KIRC
15912	8123611729	Kidney	TCGA-KIRC
11893	6895194096	Thyroid	TCGA-THCA
8678	5155938491	Colorectal	TCGA-COAD
763	1915178589	Colorectal	TCGA-COAD
6655	5020701368	Colorectal	TCGA-COAD
48	3088412454	Colorectal	TCGA-COAD
13223	8167819215	Liver	TCGA-LIHC
13884	7362018982	Lung	TCGA-LUSC
5111	3239309065	Liver	TCGA-LIHC
10410	10009988027	Pancreas	TCGA-PAAD
67385	19269214890	Esophagus	TCGA-ESCA
9052	7589442590	Lung	TCGA-LUSC
37352	12898764937	Ovary	TCGA-OV
41142	8257086041	Head and Neck	TCGA-HNSC
3171	2497331507	Uterus	TCGA-UCEC
3153	2497314808	Uterus	TCGA-UCEC
4604	5374799770	Bladder	TCGA-BLCA
8692	8652247835	Thyroid	TCGA-THCA
24596	7207143964	Thyroid	TCGA-THCA
12638	2983305457	Lung	TCGA-LUAD
14372	3771024918	Lung	TCGA-LUAD
20206	4527537448	Lung	TCGA-LUSC
1787	6929635666	Skin	TCGA-SKCM
34717	9056090046	Lung	TCGA-LUSC
10162	9428296394	Lung	TCGA-LUSC
171170	6791791938	Breast	TCGA-BRCA
879	3790780955	Bone Marrow	TCGA-LAML
21032	7169411715	Kidney	TCGA-KIRC
9077	4778786451	Kidney	TCGA-KIRC
11076	5450146120	Breast	TCGA-BRCA
12149	8200094167	Head and Neck	TCGA-HNSC
16335	6484692331	Soft Tissue	TCGA-SARC
19054	5620233000	Kidney	TCGA-KIRP
19540	8853656247	Breast	TCGA-BRCA
7460	9457254806	Breast	TCGA-BRCA
21934	5250197559	Lung	TCGA-LUAD
22403	7614599061	Thyroid	TCGA-THCA
15514	9696973621	Breast	TCGA-BRCA
31444	6827961028	Testis	TCGA-TGCT
20735	4600734928	Testis	TCGA-TGCT
34318	7919493005	Skin	TCGA-SKCM
19126	5204947914	Breast	TCGA-BRCA
11639	6403903732	Thyroid	TCGA-THCA
24206	5416261628	Bladder	TCGA-BLCA
11829	2439986502	Uterus	TCGA-UCEC
16250	14380699497	Esophagus	TCGA-ESCA
16142	8511656166	Breast	TCGA-BRCA
29671	9092553164	Lung	TCGA-LUAD
9448	4973836219	Colorectal	TCGA-READ
1272	5942267015	Prostate	TCGA-PRAD
270540	4327290836	Soft Tissue	TCGA-SARC
15386	7809378921	Lung	TCGA-LUSC
38785	5635155495	Lung	TCGA-LUSC
14660	4679036680	Thymus	TCGA-THYM
12644	13439085791	Ovary	TCGA-OV
9317	9229012024	Kidney	TCGA-KIRC
44324	6795596921	Adrenal Gland	TCGA-PCPG
39809	10989495221	Thyroid	TCGA-THCA
14939	5084808981	Pleura	TCGA-MESO
3333	8695498251	Cervix	TCGA-CESC
16966	7140119124	Breast	TCGA-BRCA
7379	7475216715	Breast	TCGA-BRCA
33156	5005303999	Uterus	TCGA-UCS
19238	10130453641	Lung	TCGA-LUSC
27321	9607196363	Lung	TCGA-LUSC
17715	2526183112	Uterus	TCGA-UCEC
31262	6328402310	Lung	TCGA-LUSC
30238	5184121170	Thymus	TCGA-THYM
5194	6396813713	Prostate	TCGA-PRAD
4667	6456427901	Liver	TCGA-LIHC
49097	3099341642	Adrenal Gland	TCGA-PCPG
11163	6823281675	Soft Tissue	TCGA-SARC
16740	4524167530	Bladder	TCGA-BLCA
13868	3981208201	Bladder	TCGA-BLCA
47362	8841340992	Kidney	TCGA-KIRC
1065	7799392427	Kidney	TCGA-KIRC
2996	3524689350	Lymph Nodes	TCGA-DLBC
17670	7198473356	Breast	TCGA-BRCA
19293	7261478893	Liver	TCGA-LIHC
10242	7282492082	Brain	TCGA-LGG
12515	6147627093	Lung	TCGA-LUSC
9021	6890713744	Thyroid	TCGA-THCA
10929	5744367796	Kidney	TCGA-KIRP
72998	5371973845	Kidney	TCGA-KIRC
17012	5656569831	Breast	TCGA-BRCA
4201	4585755085	Breast	TCGA-BRCA
12253	5335773731	Testis	TCGA-TGCT
6537	7623891475	Kidney	TCGA-KICH
16546	5496388074	Breast	TCGA-BRCA
4262	5364661416	Eye	TCGA-UVM
3068	5008049682	Breast	TCGA-BRCA
26304	10941412964	Ovary	TCGA-OV
5181	4299860661	Bladder	TCGA-BLCA
17468	11696885580	Prostate	TCGA-PRAD
23987	4283378259	Lung	TCGA-LUAD
28640	6799047639	Testis	TCGA-TGCT
32879	17770526451	Esophagus	TCGA-ESCA
3815	6059436789	Thyroid	TCGA-THCA
29580	6977769864	Thyroid	TCGA-THCA
15984	4534277307	Soft Tissue	TCGA-SARC
53808	15449404009	Stomach	TCGA-STAD
15992	7094636554	Thyroid	TCGA-THCA
7200	6426128657	Skin	TCGA-SKCM
13165	11236273524	Ovary	TCGA-OV
45410	11512576867	Ovary	TCGA-OV
27712	5340352566	Head and Neck	TCGA-HNSC
4461	4874294158	Lung	TCGA-LUSC
2476	6836325583	Skin	TCGA-SKCM
5807	2331155271	Uterus	TCGA-UCEC
21731	5336075530	Thyroid	TCGA-THCA
54431	13342328280	Stomach	TCGA-STAD
16963	5123302731	Cervix	TCGA-CESC
13329	4211161322	Bladder	TCGA-BLCA
118315	14032419838	Stomach	TCGA-STAD
11340	6322264587	Kidney	TCGA-KIRP
93998	8379235750	Kidney	TCGA-KIRC
6629	6262051729	Kidney	TCGA-KIRC
20154	5604907572	Kidney	TCGA-KIRC
8370	6079427170	Adrenal Gland	TCGA-PCPG
6452	5240544745	Prostate	TCGA-PRAD
2344	7396079066	Brain	TCGA-LGG
8454	4565845257	Lung	TCGA-LUAD
7135	2965877468	Lung	TCGA-LUAD
90275	7400270841	Testis	TCGA-TGCT
21397	5731633215	Uterus	TCGA-UCS
44205	5953261587	Breast	TCGA-BRCA
8719	4685028496	Breast	TCGA-BRCA
11295	7232228831	Thyroid	TCGA-THCA
14437	6126956398	Uterus	TCGA-UCS
25460	5343607867	Cervix	TCGA-CESC
10293	5486922814	Cervix	TCGA-CESC
15758	6704418545	Cervix	TCGA-CESC
52588	10317097050	Head and Neck	TCGA-HNSC
4491	8549997602	Head and Neck	TCGA-HNSC
11100	4987472713	Colorectal	TCGA-COAD
29404	8497895093	Breast	TCGA-BRCA
4471	2004339630	Colorectal	TCGA-COAD
12336	4892486949	Skin	TCGA-SKCM
1644	4854946664	Kidney	TCGA-KIRP
4867	4289990427	Kidney	TCGA-KIRP
36744	5429126172	Pancreas	TCGA-PAAD
11485	1673706578	Colorectal	TCGA-COAD
2556	7550629481	Prostate	TCGA-PRAD
7500	3749631950	Bladder	TCGA-BLCA
17720	8996463474	Thyroid	TCGA-THCA
3098	4808857888	Brain	TCGA-LGG
34463	6170661513	Breast	TCGA-BRCA
35641	5150677703	Adrenal Gland	TCGA-ACC
18171	5961048412	Lung	TCGA-LUSC
8617	7724436774	Thymus	TCGA-THYM
22960	7809018673	Thyroid	TCGA-THCA
50108	7979467038	Kidney	TCGA-KIRC
45501	8691861885	Kidney	TCGA-KIRC
3411	1466767984	Uterus	TCGA-UCEC
23823	5445040387	Liver	TCGA-LIHC
7122	6041572123	Prostate	TCGA-PRAD
17376	10631252330	Prostate	TCGA-PRAD
10758	5747288750	Bladder	TCGA-BLCA
25113	4157198795	Soft Tissue	TCGA-SARC
10985	6923112177	Bladder	TCGA-BLCA
1921	3522604492	Bladder	TCGA-BLCA
17848	9745367214	Kidney	TCGA-KIRC
33602	6571028773	Kidney	TCGA-KIRC
183216	5350895779	Thymus	TCGA-THYM
9505	6615191547	Pleura	TCGA-MESO
1451	9812970143	Brain	TCGA-LGG
9263	4973128646	Eye	TCGA-UVM
7873	6297265241	Lung	TCGA-LUAD
11511	6044290171	Head and Neck	TCGA-HNSC
30895	12915489039	Stomach	TCGA-STAD
50220	10420032018	Ovary	TCGA-OV
17987	16188337717	Stomach	TCGA-STAD
22645	5092384009	Pancreas	TCGA-PAAD
50424	5288647264	Uterus	TCGA-UCEC
21922	5847177192	Adrenal Gland	TCGA-PCPG
34054	5839469197	Soft Tissue	TCGA-SARC
3620	6501719784	Brain	TCGA-LGG
22743	8039530118	Brain	TCGA-GBM
73899	6002651539	Thymus	TCGA-THYM
18468	7352094946	Breast	TCGA-BRCA
5287	5341831493	Breast	TCGA-BRCA
21791	4542224057	Soft Tissue	TCGA-SARC
25043	4068992731	Pancreas	TCGA-PAAD
42720	18996517556	Esophagus	TCGA-ESCA
16198	3146005231	Bone Marrow	TCGA-LAML
6082	5522137586	Prostate	TCGA-PRAD
2131	1775489414	Uterus	TCGA-UCEC
2738	5990869449	Pleura	TCGA-MESO
2862	5018537213	Brain	TCGA-LGG
56337	9246879169	Lung	TCGA-LUAD
24293	5296950726	Skin	TCGA-SKCM
89728	6781054045	Head and Neck	TCGA-HNSC
74785	4496817586	Skin	TCGA-SKCM
13262	9266480836	Thyroid	TCGA-THCA
31940	6065640811	Uterus	TCGA-UCEC
32955	5514755630	Head and Neck	TCGA-HNSC
41522	13128849308	Esophagus	TCGA-ESCA
39933	7027983839	Kidney	TCGA-KIRC
3974	8663621265	Kidney	TCGA-KIRP
8020	13524904400	Esophagus	TCGA-ESCA
3835	1368240725	Colorectal	TCGA-COAD
1225	7157916089	Brain	TCGA-LGG
9372	7295131688	Skin	TCGA-SKCM
27121	4761579632	Head and Neck	TCGA-HNSC
24759	9105053711	Thyroid	TCGA-THCA
41892	18807458608	Ovary	TCGA-OV
7972	3247456718	Lung	TCGA-LUAD
49103	7049636662	Lung	TCGA-LUAD
38037	6707305531	Kidney	TCGA-KIRC
29702	4641729447	Head and Neck	TCGA-HNSC
31670	8364424967	Lung	TCGA-LUSC
22151	5256220419	Lung	TCGA-LUSC
8035	8369473457	Lung	TCGA-LUSC
6446	7824294542	Kidney	TCGA-KIRC
36483	7618572278	Kidney	TCGA-KIRC
23407	5186417257	Pancreas	TCGA-PAAD
2797	5406131975	Bladder	TCGA-BLCA
11650	5118961954	Colorectal	TCGA-COAD
10107	6043922950	Breast	TCGA-BRCA
16564	5989345642	Bile Duct	TCGA-CHOL
1338	4932300337	Liver	TCGA-LIHC
13347	5423765556	Liver	TCGA-LIHC
6699	14390010960	Esophagus	TCGA-ESCA
9451	3569650754	Pancreas	TCGA-PAAD
14721	5581107931	Liver	TCGA-LIHC
8146	8036023798	Liver	TCGA-LIHC
15440	5956334507	Breast	TCGA-BRCA
5528	7841350167	Breast	TCGA-BRCA
228264	6469846014	Soft Tissue	TCGA-SARC
10624	6983956943	Cervix	TCGA-CESC
4287	7356391177	Kidney	TCGA-KIRP
10097	5578816897	Kidney	TCGA-KIRP
19535	5898517664	Thymus	TCGA-THYM
288	3399320195	Kidney	TCGA-KIRP
614587	7073021703	Skin	TCGA-SKCM
1900	4962880744	Uterus	TCGA-UCEC
430	2487491628	Uterus	TCGA-UCEC
2007	2179566022	Uterus	TCGA-UCEC
5156	8748174620	Brain	TCGA-GBM
3490	1754006775	Colorectal	TCGA-READ
16519	7373879600	Breast	TCGA-BRCA
1053	2700256761	Breast	TCGA-BRCA
15404	6580689482	Colorectal	TCGA-COAD
2068	5332333098	Kidney	TCGA-KIRP
27386	1991975770	Uterus	TCGA-UCEC
5487	4551047122	Lung	TCGA-LUSC
15652	5642333287	Skin	TCGA-SKCM
31506	6778575186	Uterus	TCGA-UCS
34227	5147508745	Bladder	TCGA-BLCA
15590	5044388329	Thymus	TCGA-THYM
36803	5645561970	Soft Tissue	TCGA-SARC
22583	14868829528	Ovary	TCGA-OV
39459	4549706157	Lung	TCGA-LUAD
39446	8032870280	Liver	TCGA-LIHC
319	7087753630	Liver	TCGA-LIHC
15852	7094018076	Breast	TCGA-BRCA
14296	8410603453	Brain	TCGA-GBM
17576	8596535394	Thyroid	TCGA-THCA
6174	4617751144	Skin	TCGA-SKCM
1893	9457296663	Liver	TCGA-LIHC
18553	9295067014	Liver	TCGA-LIHC
20883	10184789686	Ovary	TCGA-OV
17479	5433893940	Breast	TCGA-BRCA
9004	11156988222	Brain	TCGA-GBM
7646	7812071105	Kidney	TCGA-KIRP
32013	6454074885	Kidney	TCGA-KIRP
17149	6912028077	Thyroid	TCGA-THCA
20289	10549236134	Thyroid	TCGA-THCA
3615	10023892742	Brain	TCGA-GBM
12498	8430430452	Breast	TCGA-BRCA
11911	9252849425	Breast	TCGA-BRCA
5419	8068617364	Stomach	TCGA-STAD
44005	5596313180	Uterus	TCGA-UCEC
5277	7054398895	Uterus	TCGA-UCEC
44451	5365221804	Testis	TCGA-TGCT
4712	5689064992	Prostate	TCGA-PRAD
7137	3969068164	Liver	TCGA-LIHC
48584	12041404457	Stomach	TCGA-STAD
15693	5685726661	Lung	TCGA-LUAD
39527	4583422632	Lung	TCGA-LUSC
47934	6154211387	Liver	TCGA-LIHC
15744	6434845495	Thyroid	TCGA-THCA
18495	4761215051	Soft Tissue	TCGA-SARC
7677	5038403293	Breast	TCGA-BRCA
5227	5304352883	Kidney	TCGA-KIRC
43831	6861199760	Kidney	TCGA-KIRC
182167	5434457726	Kidney	TCGA-KIRC
34429	4593172128	Lung	TCGA-LUAD
13555	5927598423	Kidney	TCGA-KIRC
19512	5625086735	Soft Tissue	TCGA-SARC
3805	4769565965	Bladder	TCGA-BLCA
16283	4266707719	Bladder	TCGA-BLCA
4180	6353485118	Uterus	TCGA-UCEC
27248	11720095059	Stomach	TCGA-STAD
25879	10176092054	Breast	TCGA-BRCA
18561	4039426706	Stomach	TCGA-STAD
11123	9059682919	Prostate	TCGA-PRAD
7273	2739520901	Lung	TCGA-LUSC
19952	3285052254	Uterus	TCGA-UCEC
22495	5374716107	Thymus	TCGA-THYM
4499	9738844469	Brain	TCGA-GBM
1843	2654002950	Lung	TCGA-LUAD
60318	8061252678	Kidney	TCGA-KIRC
47585	13424359875	Ovary	TCGA-OV
7547	5774199703	Colorectal	TCGA-COAD
56336	6197978799	Liver	TCGA-LIHC
10178	6950096026	Head and Neck	TCGA-HNSC
3097	10213686784	Head and Neck	TCGA-HNSC
67491	7312397220	Kidney	TCGA-KIRC
6133	6295237454	Skin	TCGA-SKCM
43090	8288185367	Breast	TCGA-BRCA
47138	5887557603	Testis	TCGA-TGCT
4731	5585105068	Skin	TCGA-SKCM
36360	2253608894	Uterus	TCGA-UCEC
65739	5154383237	Soft Tissue	TCGA-SARC
57670	5958989475	Soft Tissue	TCGA-SARC
3587	3714454448	Bladder	TCGA-BLCA
41488	6738537712	Bladder	TCGA-BLCA
702	5331974711	Eye	TCGA-UVM
14117	5584966560	Skin	TCGA-SKCM
49438	7568600610	Breast	TCGA-BRCA
54710	16031598695	Esophagus	TCGA-ESCA
3273	14039117913	Esophagus	TCGA-ESCA
17749	8436096003	Breast	TCGA-BRCA
8648	7475872357	Brain	TCGA-GBM
12206	5613647137	Head and Neck	TCGA-HNSC
11122	5000750742	Thyroid	TCGA-THCA
2947	5984925152	Thyroid	TCGA-THCA
658	5371306927	Prostate	TCGA-PRAD
10258	5251875419	Pancreas	TCGA-PAAD
13650	6427763529	Breast	TCGA-BRCA
1769	8377746536	Kidney	TCGA-KIRP
9757	8086810906	Kidney	TCGA-KIRP
